"";"rownames.mat."
"15310";"Earl_Wilson"
"15311";"Kathleen_Vick"
"15312";"Kent_Hance"
"15313";"Tommy_Robinson"
"15314";"Crossroad_Drugs"
"15315";"Dan_Andrews"
"15316";"Drugs"
"15317";"Landau"
"15318";"Luigi"
"15319";"Mark_Landau"
"15320";"Nick"
"15321";"Samuels"
"15322";"Tony_Roma_'s"
"15323";"John_Johnson"
"15324";"Neilsen"
"15325";"KEN_SUNSHINE"
"15326";"Liu_Zhenming"
"15327";"Luo_Ping"
"15328";"Wang_Jiazhou"
"15329";"Wang_Xingzhou_'s"
"15330";"Yang_Zhiqing"
"15331";"Roberto_D'Aubuisson"
"15332";"Bogdanovic"
"15333";"Draskovic"
"15334";"Freed"
"15335";"Milosovic"
"15336";"Prego"
"15337";"Radmilo_Bogdanovic"
"15338";"Susanne_Milanovic"
"15339";"Vuk_Draskovic"
"15340";"Zivko_Prego"
"15341";"Boris_Snetkov"
"15342";"Dieter_Vogel"
"15343";"Keith_Spicer"
"15344";"Lucien_Bouchard"
"15345";"Nova_Scotia"
"15346";"Spicer"
"15347";"Tuktoyaktuk"
"15348";"Rhodes_Boyson"
"15349";"Carter_Eskew"
"15350";"Lee_M._Miringoff"
"15351";"Miringoff"
"15352";"Tom_Conroy"
"15353";"Anatoly_I._Cherkassky"
"15354";"Cherkassky"
"15355";"Lenin_Prospekt"
"15356";"me_Hitler"
"15357";"Tatyana_Vintizenko"
"15358";"Vladimir_I._Ivanov"
"15359";"Yeltsinite"
"15360";"Meciar"
"15361";"Vladimir_Meciar"
"15362";"Axis"
"15363";"Jovic"
"15364";"Montenegrins"
"15365";"Amadhila"
"15366";"Geingob"
"15367";"Katutire_Kaura"
"15368";"Solomon_Amadhila"
"15369";"Swapo"
"15370";"Celia_Viggo_Wexler"
"15371";"Morris_H._Klein"
"15372";"Peter_A._Piscitelli"
"15373";"Stoddard"
"15374";"Thomas_B._Stoddard"
"15375";"Prince_Paul"
"15376";"Moussa_Traore"
"15377";"Arturo_Frei"
"15378";"Carlos_Maria_Lezcano"
"15379";"Carlos_Tinoco"
"15380";"Hugo_Medina"
"15381";"Johanna_Mendelson_Forman"
"15382";"Julio_Maria_Sanguinetti"
"15383";"Louis_W._Goodman"
"15384";"Sanguinetti"
"15385";"Socrates_da_Costa_Monteiro"
"15386";"Ayatollah_Khoei"
"15387";"Ayatollah_Qassem_al_-_Khoei"
"15388";"Hamadi"
"15389";"Saadun_Hamadi"
"15390";"Talabani"
"15391";"Fort_Sumter"
"15392";"kuh_-_NEEN"
"15393";"Lazar_Matsura"
"15394";"Croat"
"15395";"Ksenija_Sinobad_57"
"15396";"Lazar_Markovic"
"15397";"Snezana_Golubovic_25"
"15398";"Zorica"
"15399";"ALEX_N._DRAGNICH_Nashville"
"15400";"Marshal_Tito_'s"
"15401";"Slobodan_Milosevic_'s"
"15402";"Sunic"
"15403";"Tomislav_Sunic"
"15404";"Vanderbilt_U."
"15405";"ANTHONY_MARGAN"
"15406";"SZILASSY_Turnersville"
"15407";"Anatoly_Sharansky"
"15408";"Ta_Kung_Pao"
"15409";"Ayatollah_Golpaygani"
"15410";"Ayatollah_Mohammed_Reza_Golpaygani"
"15411";"Ayatollah_Ruhallah_Khomeini"
"15412";"Khoei"
"15413";"Najaf"
"15414";"Qom"
"15415";"Turk_Predicts_Hussein_'s"
"15416";"Krivoi_Rog"
"15417";"Mikhail_Shchadov"
"15418";"Shchadov"
"15419";"Kaleidoscope"
"15420";"Kistrina_Budina"
"15421";"Abd_al_-_Jalil"
"15422";"al_-_Hamid_Muhsin"
"15423";"Ayatollah_Abolqassem_al_-_Khoei"
"15424";"Baghad"
"15425";"Dahham_al_-_Tikriti"
"15426";"Kirkuk"
"15427";"Schools_Said"
"15428";"Equal_Access"
"15429";"Raymond_J._Irrera"
"15430";"Richard_L._Steer"
"15431";"Stanley_Litow"
"15432";"Joseph_Zwilling"
"15433";"Brock_Adams"
"15434";"Dixon"
"15435";"John_Wilson"
"15436";"Joseph_R._Caldwell"
"15437";"Joslyn_N._Williams"
"15438";"Limo"
"15439";"Mark_Plotkin"
"15440";"Patricia_M._Worthy"
"15441";"Sharon_Pratt_Dixon"
"15442";"Thomas_J._Bliley_Jr."
"15443";"Worthy"
"15444";"John_Alderdice"
"15445";"Ulster"
"15446";"Charlayne_Hunter_-_Gault"
"15447";"David_Burke"
"15448";"Hugh_Carey"
"15449";"Mathea_Falco"
"15450";"Richard_Beattie"
"15451";"Richard_Parsons"
"15452";"Robert_Rubin"
"15453";"Roger_Altman"
"15454";"Schwarzkopf"
"15455";"Gladio"
"15456";"Yogi_Berra"
"15457";"FRANK_FISCHER"
"15458";"Astrit_Shehu"
"15459";"Gjergj_Fishta"
"15460";"Maqellare"
"15461";"Carlos_Volujewicz"
"15462";"Benjamin_Zwirn_'s"
"15463";"Bruce_Nyman"
"15464";"Eugene_Nickerson"
"15465";"George_J._Israel"
"15466";"John_Matthews"
"15467";"Martin_H._Schwartz"
"15468";"Zwirn"
"15469";"Craxi_Usually_Decides"
"15470";"Boris_Nikolayevich_'s"
"15471";"Isakov"
"15472";"Vladimir_Isakov"
"15473";"Atwater"
"15474";"Black"
"15475";"Coelho"
"15476";"Earl_Black"
"15477";"Mary_Matalin"
"15478";"Matalin"
"15479";"Robert_Teeter"
"15480";"Desert_Storm"
"15481";"Sheik_Jaber_al_-_Ahmed_al_-_Sabah"
"15482";"Aldul_Razek_al_-_Mutawa"
"15483";"Emir_Abdullah_al_-_Sabah"
"15484";"Mutawa"
"15485";"Salim"
"15486";"Set_Up"
"15487";"Sheik_Sabah_al_-_Ahmed_al_-_Sabah"
"15488";"Bartoncik"
"15489";"Jan_Kavan"
"15490";"Kavan"
"15491";"Rudolf_Zukal"
"15492";"Zukal"
"15493";"Dullea"
"15494";"Marshal_Ye_Jianying"
"15495";"Zou"
"15496";"Amadou_Toure"
"15497";"Sacko"
"15498";"Soumana_Sacko"
"15499";"Aylwin_Government"
"15500";"Jaime_Guzman"
"15501";"Manuel_Rodriguez"
"15502";"Abdullah_Yusef_al_-_Ghanem"
"15503";"Ahmad_al_-_Khatib"
"15504";"al_-_Sabah"
"15505";"Ghanem"
"15506";"Khatib"
"15507";"M._Khatib"
"15508";"Mohammed_Badr"
"15509";"Herbert_I._Altman"
"15510";"John_D._Ferrick"
"15511";"Koch_Denied_Knowledge"
"15512";"Gilbert_Nelson"
"15513";"James_P._Fox"
"15514";"John_A._Lynch"
"15515";"John_A._Lynch_Sr_."
"15516";"Joseph_P._Doria"
"15517";"Stephen_A._Salmore"
"15518";"KAMUTI_KITEME"
"15519";"RICHARD_M._NIXON"
"15520";"German_Diligensky"
"15521";"Oleg_Poptsov"
"15522";"Poptsov"
"15523";"George_B._Daniels"
"15524";"Joseph_A._ _Fernandez"
"15525";"Messiah"
"15526";"Paul_Robeson"
"15527";"Saigon"
"15528";"Suzan_D._Johnson"
"15529";"Sylvia"
"15530";"Waldorf_Dave"
"15531";"Marshal_Yazov"
"15532";"pro_-_Soviet"
"15533";"Ali_Asghar_Faramarzian"
"15534";"Dear_Khomeini"
"15535";"Fazel"
"15536";"Iraj_Fazel"
"15537";"Roger_Cooper"
"15538";"S._Mohammad_Hussein_Adeli"
"15539";"Ruslan_Khasbulatov"
"15540";"Malan"
"15541";"Sowetan"
"15542";"Gamsakhurdia"
"15543";"Gorbache"
"15544";"Gorbachev_Soviet"
"15545";"Zviad_Gamsakhurdia"
"15546";"Alan_Gartner"
"15547";"Fung"
"15548";"Gartner"
"15549";"Margaret_Fung"
"15550";"Nino_Cristofori"
"15551";"Karsten_Rohwedder"
"15552";"William_H._Luers"
"15553";"Abass_Bundu"
"15554";"Adam_Quologuem"
"15555";"Bongo"
"15556";"Demba_Diallo"
"15557";"Diallo"
"15558";"Houphouet"
"15559";"Laurent_Gbagbo"
"15560";"Nicephore_Soglo"
"15561";"Omar_Bongo_'s"
"15562";"Samuel_K._Doe"
"15563";"Traore"
"15564";"Ali"
"15565";"Kareem"
"15566";"Wu_Bangguo"
"15567";"Alan_Siegel"
"15568";"Daniels"
"15569";"Doria"
"15570";"James_H._Maloney"
"15571";"Joseph_V._Doria"
"15572";"Meek_Learn"
"15573";"Randy_Daniels"
"15574";"Steven_Greenberg"
"15575";"Anthony_Zhang"
"15576";"Cosmas_Shi_Enxiang"
"15577";"Francis_Wang"
"15578";"Joseph_Li_Side"
"15579";"Lin_Xiangao"
"15580";"Paul_Liu_Shuhe"
"15581";"Paul_Shi_Chunjie"
"15582";"Philip_Wang_Ziyang"
"15583";"neo_-_Nazis"
"15584";"Levon_Ter_-_Petrosyan"
"15585";"Parvir_Airikyan"
"15586";"Ter_-_Petrosyan_'s"
"15587";"art_lover"
"15588";"Gunter_Grass"
"15589";"Connell"
"15590";"Gerald_Connell"
"15591";"Kathleen_Connell"
"15592";"Lincoln_Almond"
"15593";"Raymond_J._Pettine"
"15594";"Giorgio_La_Malfa"
"15595";"La_Malfa"
"15596";"Winston_Churchill_'s"
"15597";"Robert_A._Mosbacher"
"15598";"DAVID_DUKE"
"15599";"JOHN_McCONNELL"
"15600";"McConnell"
"15601";"Ghanem_al_-_Najjar"
"15602";"Ghanim"
"15603";"Mahmud_al_-_Ghanim"
"15604";"Nasser_Abdullah_al_-_Rodhan"
"15605";"Rashid_al_-_Amiri"
"15606";"Sheik_Ahmed_Hamoud_al_-_Jaber_al_-_Sabah"
"15607";"Sheik_Ali_al_-_Khalifa_al_-_Sabah"
"15608";"Sheik_Salem_al_-_Sabah"
"15609";"Robespierre"
"15610";"the_Gorbachev_Government_'s"
"15611";"the_Marked_One"
"15612";"Yuri_Filippov"
"15613";"Blomquist"
"15614";"David_Blomquist"
"15615";"Mark_Effron"
"15616";"Carl_-_Ludwig_Wagner"
"15617";"Rudolf_Scharping"
"15618";"Volker_Ruhe"
"15619";"Ambedkar"
"15620";"Bahujan_Samaj"
"15621";"Bhim_Rao_Ambedkar"
"15622";"Kanshi_Ram"
"15623";"Kashmiris"
"15624";"Lal_Kishan_Advani"
"15625";"Soli_Sorabjee"
"15626";"Vaypayee"
"15627";"Elda_Pucci"
"15628";"Orlando"
"15629";"Rino_Nicolosi"
"15630";"Sicily"
"15631";"Chau"
"15632";"Chau_Mat_-_mat"
"15633";"Fei"
"15634";"Fei_Yuan"
"15635";"Lai_Pui_-_shing"
"15636";"Lee_Cheuk_-_yan"
"15637";"Li_Lung_-_hing"
"15638";"Lo"
"15639";"Lo_Hoi_-_sing_'s"
"15640";"Yeltsin_Last"
"15641";"Anonymous_Jury"
"15642";"Detective_Hammer"
"15643";"Fusco"
"15644";"Joseph_Rosenzweig"
"15645";"Salvatore_Fusco"
"15646";"Berndt_Engholm"
"15647";"Mollemann"
"15648";"Scharping"
"15649";"Vitold_P._Fokin"
"15650";"Vyacheslav_F._Kebich"
"15651";"Yitzak_Shamir"
"15652";"Aleksandr_Dzasokhov"
"15653";"Dmitri_Yazov"
"15654";"Elta"
"15655";"Ivan_Polozkov"
"15656";"Fissehaye_Desta"
"15657";"Frasure"
"15658";"Houdek"
"15659";"Irving_Hicks"
"15660";"Issaias_Afewerki"
"15661";"Melese_Zenawi"
"15662";"Mesfin_Wolde_Mariam"
"15663";"Robert_Frasure"
"15664";"Robert_Houdek"
"15665";"Tesfaye_Dinka"
"15666";"Nelson_H._Mandela"
"15667";"Mohammad_Ali_Najafi"
"15668";"Najafi"
"15669";"Ngo_Dien"
"15670";"Joseph_LaPalombara"
"15671";"lo_spettacolo"
"15672";"Nursultan_Nazarbayev"
"15673";"Ann_Richards"
"15674";"Austin"
"15675";"John_B._Connally"
"15676";"Mary_Beth_Rogers"
"15677";"David_Flanagan"
"15678";"Jane_Barcott"
"15679";"John_A."
"15680";"Ronald_L._Smoko"
"15681";"Bayardo_Arce"
"15682";"Carrion"
"15683";"Victor_Tirado"
"15684";"Catherine"
"15685";"Doyle"
"15686";"Golia"
"15687";"Gotti"
"15688";"James_Golia"
"15689";"Matthew_Troy"
"15690";"Michael_Doyle"
"15691";"Peter_J._Prezioso"
"15692";"Reale"
"15693";"Rene_Vivas"
"15694";"Vivas"
"15695";"Elias_P._Ramaema"
"15696";"Evastius_Sekhonyana"
"15697";"General_Lekhanya"
"15698";"Justin_Lekhanya"
"15699";"King_Letsie"
"15700";"King_Letsie_III"
"15701";"Leabua_Jonathan"
"15702";"Lekhanya"
"15703";"Maseru"
"15704";"Mike_Taole"
"15705";"Moshoeshoe"
"15706";"of_Lesotho"
"15707";"Ramaema"
"15708";"Sekhonyana"
"15709";"Taole"
"15710";"Enrique_Low_Murtra"
"15711";"Low_Murtra"
"15712";"Rodrigo_Lara_Bonilla"
"15713";"Mesic"
"15714";"Stipe_Mesic"
"15715";"Francois_Giuliani"
"15716";"Prince_Sadruddin_Aga_Khan"
"15717";"Sadako_Ogata"
"15718";"Sadruddin_Ali_Khan"
"15719";"Orrin_G._Hatch"
"15720";"Alain_Juppe"
"15721";"Roses"
"15722";"Aleksandr_Umiarov"
"15723";"Umiarov"
"15724";"Czernin"
"15725";"Hans_Rauscher"
"15726";"Herbert_Krejci"
"15727";"Hubertus_Czernin"
"15728";"Josef_Riegler"
"15729";"Profil"
"15730";"Dom_Pedro_II"
"15731";"Alan_R._Schlesinger"
"15732";"James_Byrnes"
"15733";"Jefferson_B._Davis"
"15734";"Leslie_T._Young"
"15735";"Asparagus"
"15736";"Ellen_Herrick"
"15737";"Eskew"
"15738";"Hugh_Oakley"
"15739";"Michael_J._ _Scheiring"
"15740";"pro_tempore"
"15741";"Robert_Squier"
"15742";"Squier"
"15743";"Linjak"
"15744";"Matkovic"
"15745";"Seks"
"15746";"Shoskanin"
"15747";"Vladimir_Seks"
"15748";"Vukasin_Shoskanin"
"15749";"Grows_Heavier"
"15750";"Baikunth_Lal_Sharma"
"15751";"Bhaghat"
"15752";"H._K._L._Bhaghat"
"15753";"J._F._R._Jacob"
"15754";"Jacob"
"15755";"Lal_Kishan"
"15756";"Ramayana"
"15757";"Sita"
"15758";"the_Bajrang_Dal"
"15759";"Victor_Bannerjee"
"15760";"Benegas"
"15761";"Narcis_Serra"
"15762";"Serra"
"15763";"Solchaga"
"15764";"Gramoz_Ruci"
"15765";"Kico_Musdaqi"
"15766";"Nano"
"15767";"Ndricim_Karakaci"
"15768";"Ruci"
"15769";"Soskocanin"
"15770";"Split"
"15771";"Srdja_Popovic"
"15772";"Ramon_J._Hnatyshyn"
"15773";"G._P._Koirala"
"15774";"Krishna_Prasad"
"15775";"Leo_Rose"
"15776";"Nepali_Congress"
"15777";"Padma_Ratna_Tuladhar"
"15778";"Momir_Bulatovic"
"15779";"Boris_Pugo_et_al"
"15780";"Dmitri_Vasiliev"
"15781";"Gavril_Popov"
"15782";"JIM_GUIRARD_JR"
"15783";"Valentin_Rasputin"
"15784";"Frances_David"
"15785";"Huw_Edwards"
"15786";"Roger_Evans"
"15787";"Charles_W._Meyer"
"15788";"Christopher_H._Brown"
"15789";"David_Kaufman"
"15790";"Edwin_L._Crawford"
"15791";"Henry_G._Miller"
"15792";"Paula_Osenni"
"15793";"Kadijevic"
"15794";"Veljko_Kadijevic"
"15795";"Zvanko_Lerotic"
"15796";"De_Gaulle_'s"
"15797";"Edith_Cresson"
"15798";"Allen_Seaman"
"15799";"Andy_Rothstein"
"15800";"Jaynne_Keyes"
"15801";"Keyes"
"15802";"Laura_D._Blackburne"
"15803";"Newsday"
"15804";"Nina_Streich"
"15805";"Streich"
"15806";"Stwaerd"
"15807";"Tracy_Stwaerd"
"15808";"A._R._Shams_-_ud"
"15809";"Akhtaruzzaman_Chowdhury"
"15810";"Doha"
"15811";"Qazi_Faruque_Ahmed"
"15812";"Ali_Baba"
"15813";"Barbara_Crossette"
"15814";"Bharat_Wariavwalla"
"15815";"Bhimrao_Ambedkar"
"15816";"Bunker_Roy"
"15817";"Devi_Lal_'s"
"15818";"Ghosh"
"15819";"Harijan"
"15820";"J._D._Sethi"
"15821";"Jat"
"15822";"Jatavs"
"15823";"K._Natwar_Singh"
"15824";"kurta"
"15825";"Magsaysay_Award"
"15826";"Rahul_Singh"
"15827";"Ram_Kishen"
"15828";"Roshini"
"15829";"S._K._Ghosh"
"15830";"Shankar_Jha"
"15831";"Sharad_Pawar"
"15832";"Sorabjee"
"15833";"Sudras"
"15834";"Uma_Bharati"
"15835";"Vaisyas"
"15836";"Cresson"
"15837";"Fiorello_H._LaGuardia"
"15838";"H.R.A."
"15839";"Marc_V._Shaw"
"15840";"Shaw"
"15841";"Arthur_Brown"
"15842";"Carol_Farkas"
"15843";"Farkas"
"15844";"Frank_Keyes"
"15845";"Frank_Stella"
"15846";"Giannangelli"
"15847";"Jason_Garber"
"15848";"Joseph_Mercurio"
"15849";"Kehilath_Jeshrun"
"15850";"Lawrence_A._Mandelker"
"15851";"Leonard_Litwin"
"15852";"Litwin"
"15853";"Rein"
"15854";"Richard_A._Grace"
"15855";"Richard_Hartman"
"15856";"Robert_Giannangelli"
"15857";"Robin_Farkas"
"15858";"Susan_Amlung"
"15859";"Susan_L._Rein"
"15860";"Tony_Randall"
"15861";"Kassa_Kebede"
"15862";"Grigory_A._Yavlinsky"
"15863";"Mikhail_Moiseyev"
"15864";"Vladimir_Shcherbakov"
"15865";"Yavlinsky"
"15866";"Indira"
"15867";"Jaipal_Reddy"
"15868";"Mukherjee"
"15869";"Narain_Dutt_Tiwari"
"15870";"P._V._Narasimha_Rao"
"15871";"Pawar"
"15872";"Pranab_Mukherjee"
"15873";"Rao"
"15874";"Sonia_Gandhi"
"15875";"Tiweari"
"15876";"Eugene_Hollander"
"15877";"Hollander"
"15878";"Joseph_Frost"
"15879";"Kadirawelpil_Iswara"
"15880";"Kamahl"
"15881";"Lavyan"
"15882";"Lawrence_Weinberg"
"15883";"Nagendra"
"15884";"Roger_Milgrim"
"15885";"Shan_Nagendra"
"15886";"Weinberg"
"15887";"Kang_Yong_Shik"
"15888";"Kwong_Chang_Soo"
"15889";"Ro_Ja_Bong"
"15890";"Fritz_Streletz"
"15891";"Jutta_Limbach"
"15892";"Alfred_C._Cerullo_3d"
"15893";"Bruce_Eiber"
"15894";"Cerullo"
"15895";"Councilwoman_Wooten"
"15896";"Esq"
"15897";"Howard_Lasher"
"15898";"Howard_Rubenstein"
"15899";"Joseph_Lisa"
"15900";"Lasher"
"15901";"Martin_Lasher"
"15902";"Respect"
"15903";"Sal_Albanese"
"15904";"Sandra_Prosnitz"
"15905";"Sheldon_Leffler"
"15906";"Victor_L._Robles"
"15907";"A._Gary_Aaronson"
"15908";"Mercurio"
"15909";"Aardal"
"15910";"Anne_Inger_Lahnstein"
"15911";"Arne_Olav"
"15912";"Astrid_Noeklebye_Heiberg"
"15913";"Bernt_Aardal"
"15914";"Choose_Gro"
"15915";"Gro"
"15916";"Kaci_Kullman"
"15917";"Lahnstein"
"15918";"Falashas"
"15919";"Macbeth"
"15920";"Mengistu_Haile_Mariam_'s"
"15921";"Dennis_DeConcini"
"15922";"Kadare"
"15923";"Bob_Dryfoos"
"15924";"Bobby_Wagner"
"15925";"Calabrese"
"15926";"Carrot"
"15927";"Dominic_Calabrese"
"15928";"Duplex_Lounge"
"15929";"Gotham"
"15930";"John_D._Sabini"
"15931";"McLaughllin"
"15932";"Perry"
"15933";"Teddy_Roosevelt"
"15934";"William_Jennings_Bryan"
"15935";"Eleanor_Mascheroni"
"15936";"Howell"
"15937";"Lawrence_Zweifach"
"15938";"Martin_Klein"
"15939";"Mascheroni"
"15940";"William_Howell"
"15941";"Zweifach"
"15942";"Atul_Kohli"
"15943";"David_Lelyveld"
"15944";"Kohli"
"15945";"Lelyveld"
"15946";"Philip_Oldenberg"
"15947";"Janardhan_Reddy"
"15948";"Khanna"
"15949";"Madras"
"15950";"Tamil_Nadu_'s"
"15951";"Scindia"
"15952";"Lee_Soo_Jung"
"15953";"Arthur_W._Strickler"
"15954";"Greitzer"
"15955";"Helen_Brennan"
"15956";"Kurzner"
"15957";"R._Raymond_Kurzner"
"15958";"Sutton_Place"
"15959";"Aaron_Zelman"
"15960";"Anthony_J._Cimino"
"15961";"Bill_Neil"
"15962";"Donald_Sico"
"15963";"Douglas_C._Berman"
"15964";"Gregory_E._Lawler"
"15965";"Robert_D._Franks"
"15966";"Will_Talk"
"15967";"Zelman"
"15968";"Al_J._Schneider"
"15969";"Carl_W._Thiem"
"15970";"Dan_Sellers"
"15971";"Dann_Sherman"
"15972";"Deming"
"15973";"Donald_J._Schneider"
"15974";"Drayer"
"15975";"John_G._Larkin"
"15976";"Molly_Remes"
"15977";"Ralph_Drayer"
"15978";"Schneider"
"15979";"Thiem"
"15980";"Tom_Bernard"
"15981";"Video_Tec_de_Mexico"
"15982";"Waits_Hunt_'s"
"15983";"Brian_Curran"
"15984";"Hofmeyr"
"15985";"Willie_Hofmeyr"
"15986";"A._G._Kulkarni"
"15987";"Andhra_Pradesh_State"
"15988";"Arjun_Singh"
"15989";"Coterie"
"15990";"Kulkarni"
"15991";"Narayan_Dutt_Tiwari"
"15992";"P._D._Tandon"
"15993";"pro_-_Gandhi"
"15994";"Punjab_State"
"15995";"Tandon"
"15996";"Tiwari"
"15997";"Koran"
"15998";"Prince_Salman"
"15999";"Bill_R._Calabrese"
"16000";"Loch_Arbour"
"16001";"Meyer_S._Schreiber"
"16002";"Meyer_Schreiber"
"16003";"Schreiber"
"16004";"David_Goldstein"
"16005";"Hedrick_Smith"
"16006";"Yuli_Nisnevich"
"16007";"Claudio_Humberto_Rosa_e_Silva"
"16008";"Collor_Government"
"16009";"David_Fleischer"
"16010";"Orestes_Quercia"
"16011";"Quercia"
"16012";"Rosa_e_Silva"
"16013";"Caste"
"16014";"Jawaharlal"
"16015";"Mahatma"
"16016";"Elvis_Presley"
"16017";"Euro_Card"
"16018";"Zakho"
"16019";"Lee_Kwan_Yew"
"16020";"Glorifying_Mao"
"16021";"Haile_Selaise"
"16022";"Henze"
"16023";"Meles"
"16024";"Meles_Zenawi"
"16025";"Paul_B._Henze"
"16026";"Marin_Neagoe"
"16027";"Neagoe"
"16028";"Alan_M._Warshauer"
"16029";"Irene_C._Warshauer"
"16030";"John_H._Doyle_3d"
"16031";"Laura_Denman"
"16032";"R._Jones"
"16033";"Al_Amara"
"16034";"Bridges"
"16035";"Hadija_Abdel_Karim"
"16036";"Kut"
"16037";"Latif_Hammoud"
"16038";"Salem_Jabar"
"16039";"Shatt_al_Arab_waterway"
"16040";"Carol_Mosely_Braun"
"16041";"Danny_K._Davis"
"16042";"David_Bositis"
"16043";"Deeds"
"16044";"Don_Rose"
"16045";"John_Steele"
"16046";"Lu_Palmer"
"16047";"R._Eugene_Pincham"
"16048";"Vincent_Lane"
"16049";"Councilmen_Robert_J._Dryfoos"
"16050";"Ernest_Skalski"
"16051";"Stefan_Kisielewski"
"16052";"Andrzej_Szpak"
"16053";"Anna_Archalska"
"16054";"Elzbieta_Pamieta"
"16055";"Galka"
"16056";"Malgorzata_Galka"
"16057";"Pamieta"
"16058";"Szpak"
"16059";"Chenrichenko"
"16060";"Chernichenko"
"16061";"Maxim"
"16062";"Solenyenka"
"16063";"Valentin_Pavlov"
"16064";"Valentin_Solenyenka"
"16065";"Yuri_Chernichenko"
"16066";"Gandhis"
"16067";"H._K._Dua"
"16068";"Margaret_Alva"
"16069";"Nehrus"
"16070";"Priyanka_Gandhi"
"16071";"Rahul"
"16072";"Sharada_Prasad"
"16073";"The_Telegraph_of_Calcutta"
"16074";"Ramnath_Goenka"
"16075";"Amharic"
"16076";"Gebre_Tsadkan"
"16077";"Taye_Woldesnyate"
"16078";"Gorbachev_Kremlin"
"16079";"Benjamin_F._Nolan"
"16080";"Chelsea"
"16081";"Commissioners_Herson_Cabreras"
"16082";"David_I._Wells"
"16083";"Mary_Ann_Brigantti_-_Hughes"
"16084";"Pelham_Parkway"
"16085";"Selwyn_Carter"
"16086";"Azar"
"16087";"Hossein_Abrishamchi"
"16088";"Hosseini"
"16089";"Jalloula"
"16090";"Mahmoud"
"16091";"Massoud"
"16092";"Mohammed_Towhidi"
"16093";"Saddieghah_Hosseini"
"16094";"Towhidi"
"16095";"Benjedid"
"16096";"Chadli_Benjedid"
"16097";"Claude_Cheysson"
"16098";"Hamrouche"
"16099";"Mohammed_Salah_Mohammedi"
"16100";"Mouloud_Hamrouche"
"16101";"Sheik_Abassi_Madani"
"16102";"Sid_Ahmed_Ghozali"
"16103";"Bufi"
"16104";"Krenar_Loloci"
"16105";"Rami_Alia"
"16106";"Ylli_Bufi"
"16107";"Gunther_Mittag"
"16108";"Hans_-_Jurgen_Herdemerten"
"16109";"Tisch"
"16110";"doe_-_eyed"
"16111";"Falah_Fajer_al_-_Mahathidi"
"16112";"Hamed_Yussef_Hamadi"
"16113";"Hashem_Hassan_al_-_Majid"
"16114";"Mahathidi"
"16115";"Souk_Al_Jadid"
"16116";"Abdulhafiz"
"16117";"Erich_Honecker_'s"
"16118";"Girma"
"16119";"Girma_Beshah"
"16120";"Girma_Neway"
"16121";"Ken_Follett"
"16122";"Shimelis_Mazengia"
"16123";"Charles_S._Robb"
"16124";"Laura_Dillard"
"16125";"Robb"
"16126";"Steve_Johnson"
"16127";"William_F._Corvello"
"16128";"Eduardo_Duhalde"
"16129";"Ferraris"
"16130";"Ibrahim_al_-_Ibrahim"
"16131";"Jorge_Balan"
"16132";"Jose_E._Rohm"
"16133";"Manuel_Mora_-_y_-_Araujo"
"16134";"Mora_-_y_-_Araujo_'s"
"16135";"Rohm"
"16136";"Saadi"
"16137";"Terence_A._Todman"
"16138";"Yomas"
"16139";"Zulema_Yoma_de_Menem"
"16140";"Briceno"
"16141";"Carlos_Briceno"
"16142";"Francisco_Mayorga"
"16143";"Jaime_Morales_Carazo"
"16144";"Mayorga"
"16145";"Abram_S._Hewitt"
"16146";"Andrew_H._Green"
"16147";"Archie_Bunker"
"16148";"E._B._White"
"16149";"Herman_Melville"
"16150";"Hewitt"
"16151";"Mario_Procaccino"
"16152";"Norman_Podhoretz"
"16153";"Saul_Steinberg"
"16154";"Subodh_Kant_Sahay"
"16155";"coconut_palms"
"16156";"JOSIP_MARTIN_Cambridge"
"16157";"JEAN_AMADOU"
"16158";"JEAN_ROUCAS"
"16159";"Gerald_Howarth"
"16160";"Robert_M._Worcester"
"16161";"Daniel_Hoffler"
"16162";"Haner"
"16163";"Stephen_D._Johnson"
"16164";"Stephen_Haner"
"16165";"Agolli"
"16166";"Dritero_Agolli"
"16167";"Enver"
"16168";"Brooks_-_Baker"
"16169";"Crown_Prince_Alexander"
"16170";"Harold_B._Brooks_-_Baker"
"16171";"Juan_Carlos_Alexander"
"16172";"Juan_Carlos_I"
"16173";"Peter_II"
"16174";"Prince_Alexander"
"16175";"Jain"
"16176";"Punjabis"
"16177";"Bajram_Yzeiri"
"16178";"Perikli_Teta"
"16179";"Jayalalitha_Jayaram"
"16180";"A._L._Philpott"
"16181";"Bob_Slagle"
"16182";"Joe_Grandmaison"
"16183";"John_P._Roehrick"
"16184";"Linda_Byrd_Johnson"
"16185";"Mary_Sue_Terry"
"16186";"Nunn"
"16187";"Slagle"
"16188";"The_Wilder_-_Robb"
"16189";"Thomas_R._Morris"
"16190";"Thomas_W._Moss_Jr."
"16191";"Babylon"
"16192";"Hussein_Kamel_el_-_Majid"
"16193";"Uday"
"16194";"Uday_Hussein"
"16195";"Uday_Hussein_'s"
"16196";"Bolder"
"16197";"Sister_Shen"
"16198";"Sister_Shen_'s"
"16199";"Lan_Ping"
"16200";"Li_Jin"
"16201";"Luan_Shumeng"
"16202";"Yunhe"
"16203";"H._Norman_Schwarzkopf"
"16204";"John_McCardle"
"16205";"Megan_McLaughlin"
"16206";"Steven_J._Solarz"
"16207";"William_Parke_Foulke"
